product_id,product_key,categoriesID,name,price,url,image.image_link,image.alt
498638852,498638852-03736258700-1-p,2420942,ÁO BLAZER HỌA TIẾT XƯƠNG CÁ PHA LEN ZW COLLECTION,3.999.000 VND,https://www.zara.com/vn/vi/-p498638852.html?v1=498638852&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER HỌA TIẾT XƯƠNG CÁ PHA LEN ZW COLLECTION - Màu nâu từ Zara
488164924,488164924-09358712800-p,2420942,ÁO KHOÁC BLAZER VẢI GIẢ SATANH ZW COLLECTION PHIÊN BẢN GIỚI HẠN,4.999.000 VND,https://www.zara.com/vn/vi/-p488164924.html?v1=488164924&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER VẢI GIẢ SATANH ZW COLLECTION PHIÊN BẢN GIỚI HẠN - Màu đen từ Zara
481109742,481109742-08998059724-a5,2420942,ÁO BLAZER XƯƠNG CÁ THẮT LƯNG ZW COLLECTION,3.199.000 VND,https://www.zara.com/vn/vi/-p481109742.html?v1=481109742&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER XƯƠNG CÁ THẮT LƯNG ZW COLLECTION - Màu nâu hạt dẻ từ Zara
452723361,452723361-09598146700-000-a6,2420942,ÁO BLAZER KẺ SỌC NHỎ PHA LEN ZW COLLECTION,3.599.000 VND,https://www.zara.com/vn/vi/-p452723361.html?v1=452723361&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER KẺ SỌC NHỎ PHA LEN ZW COLLECTION - Màu nâu từ Zara
485966442,485966442-08338789667-p,2420942,ÁO KHOÁC BLAZER OVERSIZE VẠT ĐẮP CHÉO,2.199.000 VND,https://www.zara.com/vn/vi/-p485966442.html?v1=485966442&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER OVERSIZE VẠT ĐẮP CHÉO - Màu tím cà sẫm từ Zara
480617110,480617110-08952230800-a2,2420942,PLAYSUIT BLAZER DÁNG NGẮN VẠT CHÉO,2.199.000 VND,https://www.zara.com/vn/vi/-p480617110.html?v1=480617110&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,PLAYSUIT BLAZER DÁNG NGẮN VẠT CHÉO - Màu đen từ Zara
463538965,463538965-04192003427-a4,2420942,ÁO GI LÊ DỆT KIM MÀU TRƠN,1.199.000 VND,https://www.zara.com/vn/vi/-p463538965.html?v1=463538965&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ DỆT KIM MÀU TRƠN - Màu xanh dịu từ Zara
463538964,463538964-04192003401-a1,2420942,ÁO GI LÊ DỆT KIM MÀU TRƠN,1.199.000 VND,https://www.zara.com/vn/vi/-p463538964.html?v1=463538964&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ DỆT KIM MÀU TRƠN - Màu xanh nước biển từ Zara
469540757,469540757-01255774422-a3,2420942,ÁO BLAZER OVERSIZE ĐƯỜNG CHỈ,2.599.000 VND,https://www.zara.com/vn/vi/-p469540757.html?v1=469540757&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER OVERSIZE ĐƯỜNG CHỈ - Màu xanh hải quân đậm từ Zara
469540757,469540757-01255774422-a5,2420942,ÁO BLAZER OVERSIZE ĐƯỜNG CHỈ,2.599.000 VND,https://www.zara.com/vn/vi/-p469540757.html?v1=469540757&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER OVERSIZE ĐƯỜNG CHỈ - Màu xanh hải quân đậm từ Zara
474951167,474951167-03736261800-a1,2420942,ÁO GI LÊ VẠT CHÉO CÀI KHUY ZW COLLECTION,1.699.000 VND,https://www.zara.com/vn/vi/-p474951167.html?v1=474951167&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO GI LÊ VẠT CHÉO CÀI KHUY ZW COLLECTION - Màu đen từ Zara
